doi,type,year,source,title
,inproceedings,2020.0,Proceedings of the Twelfth Language Resources and Evaluation Conference,Time-Aware Word Embeddings for Three {L}ebanese News Archives
,inproceedings,2020.0,Proceedings of the Twelfth Language Resources and Evaluation Conference,High Quality {ELM}o Embeddings for Seven Less-Resourced Languages
,inproceedings,2020.0,Proceedings of the Twelfth Language Resources and Evaluation Conference,Figure Me Out: A Gold Standard Dataset for Metaphor Interpretation
,inproceedings,2020.0,Proceedings of the 17th International Conference on Natural Language Processing (ICON),"Towards {B}engali Word Embedding: Corpus Creation, Intrinsic and Extrinsic Evaluations"
10.18653/v1/2020.figlang-1.19,inproceedings,2020.0,Proceedings of the Second Workshop on Figurative Language Processing,Sky + Fire = Sunset. Exploring Parallels between Visually Grounded Metaphors and Image Classifiers
10.18653/v1/2020.figlang-1.22,inproceedings,2020.0,Proceedings of the Second Workshop on Figurative Language Processing,Adaptation of Word-Level Benchmark Datasets for Relation-Level Metaphor Identification
10.18653/v1/2020.figlang-1.26,inproceedings,2020.0,Proceedings of the Second Workshop on Figurative Language Processing,Evaluating a {B}i-{LSTM} Model for Metaphor Detection in {TOEFL} Essays
10.18653/v1/2020.figlang-1.27,inproceedings,2020.0,Proceedings of the Second Workshop on Figurative Language Processing,Neural Metaphor Detection with a Residual bi{LSTM}-{CRF} Model
10.18653/v1/2020.figlang-1.35,inproceedings,2020.0,Proceedings of the Second Workshop on Figurative Language Processing,Testing the role of metadata in metaphor identification
10.18653/v1/2020.emnlp-main.14,inproceedings,2020.0,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP),Information-Theoretic Probing with Minimum Description Length
10.18653/v1/2020.emnlp-main.119,inproceedings,2020.0,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP),Analogous Process Structure Induction for Sub-event Sequence Prediction
10.18653/v1/2020.emnlp-main.232,inproceedings,2020.0,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP),Exploring the Linear Subspace Hypothesis in Gender Bias Mitigation
10.18653/v1/2020.emnlp-main.381,inproceedings,2020.0,Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing (EMNLP),{R}ussian{S}uper{GLUE}: A {R}ussian Language Understanding Evaluation Benchmark
10.18653/v1/2020.coling-main.300,inproceedings,2020.0,Proceedings of the 28th International Conference on Computational Linguistics,Sentence Analogies: Linguistic Regularities in Sentence Embeddings
10.18653/v1/2020.bionlp-1.4,inproceedings,2020.0,Proceedings of the 19th SIGBioMed Workshop on Biomedical Language Processing,Improving Biomedical Analogical Retrieval with Embedding of Structural Dependencies
10.18653/v1/W19-2006,inproceedings,2019.0,Proceedings of the 3rd Workshop on Evaluating Vector Space Representations for NLP,{SWOW}-8500: Word Association task for Intrinsic Evaluation of Word Embeddings
10.18653/v1/W19-4321,inproceedings,2019.0,Proceedings of the 4th Workshop on Representation Learning for NLP (RepL4NLP-2019),Investigating Sub-Word Embedding Strategies for the Morphologically Rich and Free Phrase-Order {H}ungarian
10.18653/v1/W19-4323,inproceedings,2019.0,Proceedings of the 4th Workshop on Representation Learning for NLP (RepL4NLP-2019),Improving Word Embeddings Using Kernel {PCA}
10.18653/v1/W19-4724,inproceedings,2019.0,Proceedings of the 1st International Workshop on Computational Approaches to Historical Language Change,One-to-{X} Analogical Reasoning on Word Embeddings: a Case for Diachronic Armed Conflict Prediction from News Texts
10.18653/v1/W19-8637,inproceedings,2019.0,Proceedings of the 12th International Conference on Natural Language Generation,Let`s {FACE} it. {F}innish Poetry Generation with Aesthetics and Framing
10.26615/978-954-452-056-4_147,inproceedings,2019.0,Proceedings of the International Conference on Recent Advances in Natural Language Processing (RANLP 2019),{ETNLP}: A Visual-Aided Systematic Approach to Select Pre-Trained Embeddings for a Downstream Task
10.18653/v1/P19-1192,inproceedings,2019.0,Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,Rhetorically Controlled Encoder-Decoder for {M}odern {C}hinese Poetry Generation
10.18653/v1/N19-1092,inproceedings,2019.0,"Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)",How to Avoid Sentences Spelling Boring? Towards a Neural Approach to Unsupervised Metaphor Generation
10.18653/v1/N19-1327,inproceedings,2019.0,"Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers)",Learning Relational Representations by Analogy using Hierarchical {S}iamese Networks
10.18653/v1/K19-1085,inproceedings,2019.0,Proceedings of the 23rd Conference on Computational Natural Language Learning (CoNLL),Learning Analogy-Preserving Sentence Embeddings for Answer Selection
10.18653/v1/D19-1111,inproceedings,2019.0,Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP),Analytical Methods for Interpretable Ultradense Word Embeddings
10.18653/v1/D19-1358,inproceedings,2019.0,Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP),Don`t Just Scratch the Surface: Enhancing Word Representations for {K}orean with Hanja
10.18653/v1/D19-1415,inproceedings,2019.0,Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP),Auditing Deep Learning processes through Kernel-based Explanatory Models
10.18653/v1/D19-1647,inproceedings,2019.0,Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP),{\textquotedblleft}A Buster Keaton of Linguistics{\textquotedblright}: First Automated Approaches for the Extraction of Vossian Antonomasia
10.18653/v1/W18-0901,inproceedings,2018.0,Proceedings of the Workshop on Figurative Language Processing,Challenges in Finding Metaphorical Connections
10.18653/v1/W18-3015,inproceedings,2018.0,Proceedings of the Third Workshop on Representation Learning for NLP,Exploiting Common Characters in {C}hinese and {J}apanese to Learn Cross-Lingual Word Embeddings via Matrix Factorization
,inproceedings,2018.0,Proceedings of the Third Workshop on Semantic Deep Learning,"Transferred Embeddings for {I}gbo Similarity, Analogy, and Diacritic Restoration Tasks"
,inproceedings,2018.0,"Proceedings of the Second Joint SIGHUM Workshop on Computational Linguistics for Cultural Heritage, Social Sciences, Humanities and Literature",Learning Diachronic Analogies to Analyze Concept Change
10.18653/v1/W18-5505,inproceedings,2018.0,Proceedings of the First Workshop on Fact Extraction and VERification (FEVER),Information Nutrition Labels: A Plugin for Online News Evaluation
10.18653/v1/W18-6533,inproceedings,2018.0,Proceedings of the 11th International Conference on Natural Language Generation,Automatically Generating Questions about Novel Metaphors in Literature
10.18653/v1/P18-1113,inproceedings,2018.0,Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Word Embedding and {W}ord{N}et Based Metaphor Identification and Interpretation
10.18653/v1/P18-1226,inproceedings,2018.0,Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Subword-level Word Vector Representations for {K}orean
10.18653/v1/N18-1043,inproceedings,2018.0,"Proceedings of the 2018 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long Papers)",Can Network Embedding of Distributional Thesaurus Be Combined with Word Vectors for Better Representation?
10.18653/v1/N18-2039,inproceedings,2018.0,"Proceedings of the 2018 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 2 (Short Papers)",The Word Analogy Testing Caveat
10.18653/v1/N18-2106,inproceedings,2018.0,"Proceedings of the 2018 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 2 (Short Papers)",Where Have {I} Heard This Story Before? Identifying Narrative Similarity in Movie Remakes
10.18653/v1/K18-1045,inproceedings,2018.0,Proceedings of the 22nd Conference on Computational Natural Language Learning,Bringing Order to Neural Word Embeddings with Embeddings Augmented by Random Permutations ({EARP})
10.18653/v1/D18-1008,inproceedings,2018.0,Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing,Textual Analogy Parsing: What`s Shared and What`s Compared among Analogous Facts
,inproceedings,2018.0,Proceedings of the 27th International Conference on Computational Linguistics,Why does {P}air{D}iff work? - A Mathematical Analysis of Bilinear Relational Compositional Operators for Analogy Detection
10.18653/v1/W17-2330,inproceedings,2017.0,BioNLP 2017,Protein Word Detection using Text Segmentation Techniques
10.18653/v1/W17-4906,inproceedings,2017.0,Proceedings of the Workshop on Stylistic Variation,{\textquotedblleft}Deep{\textquotedblright} Learning : Detecting Metaphoricity in Adjective-Noun Pairs
10.18653/v1/W17-5302,inproceedings,2017.0,Proceedings of the 2nd Workshop on Evaluating Vector Space Representations for NLP,Traversal-Free Word Vector Evaluation in Analogy Space
10.26615/978-954-452-049-6_041,inproceedings,2017.0,"Proceedings of the International Conference Recent Advances in Natural Language Processing, RANLP 2017",The Impact of Figurative Language on Sentiment Analysis
10.26615/978-954-452-049-6_099,inproceedings,2017.0,"Proceedings of the International Conference Recent Advances in Natural Language Processing, RANLP 2017",Detecting Metaphorical Phrases in the {P}olish Language
10.1162/tacl_a_00051,article,2017.0,Transactions of the Association for Computational Linguistics,Enriching Word Vectors with Subword Information
10.18653/v1/P17-1007,inproceedings,2017.0,Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),Skip-Gram {\ensuremath{-}} {Z}ipf + Uniform = Vector Additivity
10.1162/COLI_a_00275,article,2017.0,Computational Linguistics,Multilingual Metaphor Processing: Experiments with Semi-Supervised and Unsupervised Learning
,inproceedings,2017.0,Proceedings of the Eighth International Joint Conference on Natural Language Processing (Volume 2: Short Papers),Integrating Vision and Language Datasets to Measure Word Concreteness
,inproceedings,2017.0,"Proceedings of the 15th Conference of the European Chapter of the Association for Computational Linguistics: Volume 1, Long Papers",Evaluation by Association: A Systematic Study of Quantitative Word Association Evaluation
10.18653/v1/D17-1027,inproceedings,2017.0,Proceedings of the 2017 Conference on Empirical Methods in Natural Language Processing,"Joint Embeddings of {C}hinese Words, Characters, and Fine-grained Subcharacter Components"
10.18653/v1/D17-1028,inproceedings,2017.0,Proceedings of the 2017 Conference on Empirical Methods in Natural Language Processing,Exploiting Morphological Regularities in Distributional Word Representations
10.18653/v1/D17-1316,inproceedings,2017.0,Proceedings of the 2017 Conference on Empirical Methods in Natural Language Processing,Using Automated Metaphor Identification to Aid in Detection and Prediction of First-Episode Schizophrenia
,inproceedings,2016.0,Proceedings of the 5th Workshop on Cognitive Aspects of the Lexicon (CogALex - V),{C}og{AL}ex-{V} Shared Task: {GHHH} - Detecting Semantic Relations via Word Embeddings
,inproceedings,2016.0,Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics: Tutorial Abstracts,"Game Theory and Natural Language: Origin, Evolution and Processing"
,inproceedings,2016.0,Proceedings of the Tenth International Conference on Language Resources and Evaluation (LREC`16),{S}panish Word Vectors from {W}ikipedia
,inproceedings,2016.0,Proceedings of the Tenth International Conference on Language Resources and Evaluation (LREC`16),{M}ulti{V}ec: a Multilingual and Multilevel Representation Learning Toolkit for {NLP}
,inproceedings,2016.0,Proceedings of the 2016 Conference on Empirical Methods in Natural Language Processing: Tutorial Abstracts,Continuous Vector Spaces for Cross-language {NLP} Applications
,inproceedings,2016.0,"Proceedings of COLING 2016, the 26th International Conference on Computational Linguistics: Technical Papers",Broad {T}witter Corpus: A Diverse Named Entity Recognition Resource
,inproceedings,2016.0,"Proceedings of COLING 2016, the 26th International Conference on Computational Linguistics: Technical Papers",Extending {W}ord{N}et with Fine-Grained Collocational Information via Supervised Distributional Learning
,inproceedings,2016.0,"Proceedings of COLING 2016, the 26th International Conference on Computational Linguistics: Technical Papers","Word Embeddings, Analogies, and Machine Learning: Beyond king - man + woman = queen"
,inproceedings,2014.0,Proceedings of the Ninth International Conference on Language Resources and Evaluation (LREC`14),Creative language explorations through a high-expressivity {N}-grams query language
10.1162/tacl_a_00233,article,2013.0,Transactions of the Association for Computational Linguistics,Distributional Semantics Beyond Words: Supervised Learning of Analogy and Paraphrase
,inproceedings,2010.0,Proceedings of the Seventh International Conference on Language Resources and Evaluation (LREC`10),The Impact of Grammar Enhancement on Semantic Resources Induction
,inproceedings,2010.0,Proceedings of the Seventh International Conference on Language Resources and Evaluation (LREC`10),Lexical Resources and Ontological Classifications for the Recognition of Proper Names Sense Extension
,inproceedings,2010.0,Actes de la 17e conférence sur le Traitement Automatique des Langues Naturelles. Articles courts,Tree analogical learning. Application in {NLP}
,inproceedings,2009.0,Proceedings of the 6th International Workshop on Spoken Language Translation: Evaluation Campaign,The {GREYC} translation memory for the {IWSLT} 2009 evaluation campaign
,inproceedings,2008.0,Proceedings of the Sixth International Conference on Language Resources and Evaluation (LREC`08),Extracting Concrete Senses of Lexicon through Measurement of Conceptual Similarity in Ontologies
,inproceedings,2008.0,Proceedings of the 5th International Workshop on Spoken Language Translation: Evaluation Campaign,The {GREYC} machine translation system for the {IWSLT} 2008 evaluation campaign.
,inproceedings,2000.0,Proceedings of the Sixth International Workshop on Parsing Technologies,From Cases to Rules and Vice Versa: Robust Practical Parsing With Analogy
,inproceedings,2000.0,Proceedings of the Fourth Conference of the Association for Machine Translation in the Americas: Technical Papers,"Understanding politics by studying weather: a cognitive approach to representation of {P}olish verbs of motion, appearance, and existence"
,inproceedings,1999.0,Proceedings of Machine Translation Summit VII,Example-based machine translation of part-of-speech tagged sentences by recursive division
,inproceedings,1984.0,Proceedings of the International Conference on Methodology and Techniques of Machine Translation: Processing from words to language,What is the language of memory?
