doi,type,year,source,title
10.1145/2538862.2538956,inproceedings,2014.0,Proceedings of the 45th ACM Technical Symposium on Computer Science Education,Effectiveness of a computational thinking (CS0) course on student analytical skills
10.1145/1899503.1899529,inproceedings,2010.0,Proceedings of the 2010 Annual Research Conference of the South African Institute of Computer Scientists and Information Technologists,Parallel packet classification using GPU co-processors
10.1145/1031607.1031702,inproceedings,2004.0,Proceedings of the 2004 ACM Conference on Computer Supported Cooperative Work,End-user controlled group formation and access rights management in a shared workspace system
10.1145/1569901.1570226,inproceedings,2009.0,Proceedings of the 11th Annual Conference on Genetic and Evolutionary Computation,Benchmarking coevolutionary teaming under classification problems with large attribute spaces
10.1109/TCBB.2014.2326862,article,2015.0,IEEE/ACM Trans. Comput. Biol. Bioinformatics,Global network alignment in the context of aging
10.1145/2382936.2382976,inproceedings,2012.0,"Proceedings of the ACM Conference on Bioinformatics, Computational Biology and Biomedicine",A collective ranking method for genome-wide association studies
10.1145/3301312,article,2019.0,ACM Trans. Algorithms,Sparse Dynamic Programming on DAGs with Small Width
,inproceedings,2007.0,Proceedings of the Linguistic Annotation Workshop,Annotating expressions of appraisal in English
10.1145/3072959.3073714,article,2017.0,ACM Trans. Graph.,Bounding proxies for shape approximation
10.1145/2797143.2797174,inproceedings,2015.0,Proceedings of the 16th International Conference on Engineering Applications of Neural Networks (INNS),House of Ads: a Multiplayer Action Game for Annotating Ad Video Content
10.1145/1390334.1390409,inproceedings,2008.0,Proceedings of the 31st Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,TF-IDF uncovered: a study of theories and probabilities
10.1145/1753326.1753521,inproceedings,2010.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Feminist HCI: taking stock and outlining an agenda for design
10.1145/989863.989908,inproceedings,2004.0,Proceedings of the Working Conference on Advanced Visual Interfaces,Tangible interfaces in virtual environments for industrial design
10.1145/2047594.2047646,inproceedings,2011.0,Proceedings of the 2011 Conference on Information Technology Education,"A minimal, extensible, drag-and-drop implementation of the C programming language"
10.1145/2181216.2181230,inproceedings,2002.0,Proceedings of the SIGCHI-NZ Symposium on Computer-Human Interaction,Designing an interface for supporting information visualisation in eLearning discussion forums
10.1145/1835449.1835513,inproceedings,2010.0,Proceedings of the 33rd International ACM SIGIR Conference on Research and Development in Information Retrieval,Understanding web browsing behaviors through Weibull analysis of dwell time
10.1145/2207676.2208339,inproceedings,2012.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Dwell-and-spring: undo for direct manipulation
10.1145/2232817.2232894,inproceedings,2012.0,Proceedings of the 12th ACM/IEEE-CS Joint Conference on Digital Libraries,"Comparison of three digital library interfaces: open library, Google books, and Hathi Trust"
,inproceedings,2010.0,Proceedings of the 23rd International Conference on Computational Linguistics,Automated translation of semantic relationships
10.1145/2063576.2063693,inproceedings,2011.0,Proceedings of the 20th ACM International Conference on Information and Knowledge Management,Toward traffic-driven location-based web search
10.1109/CCGrid.2013.51,inproceedings,2013.0,"Proceedings of the 13th IEEE/ACM International Symposium on Cluster, Cloud, and Grid Computing",A chemistry-inspired middleware for self-adaptive service orchestration and choreography
10.1145/2030441.2030458,inproceedings,2011.0,"Proceedings of the International Symposium on Computational Aesthetics in Graphics, Visualization, and Imaging",Performing Animator instrument for live media
10.1145/2506583.2508968,inproceedings,2013.0,"Proceedings of the International Conference on Bioinformatics, Computational Biology and Biomedical Informatics",Global Network Alignment In The Context Of Aging
10.1145/2331140.2331144,article,2012.0,ACM Trans. Model. Comput. Simul.,A Framework for Selecting a Selection Procedure
10.1145/2407746.2407766,inproceedings,2012.0,SIGGRAPH Asia 2012 Technical Briefs,3D Diff: an interactive approach to mesh differencing and conflict resolution
10.1145/1599301.1599392,inproceedings,2009.0,SIGGRAPH '09: Posters,Single-pass rendering of composable volumetric lens effects
10.1145/1753326.1753535,inproceedings,2010.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,pCubee: a perspective-corrected handheld cubic display
10.1145/2254556.2254581,inproceedings,2012.0,Proceedings of the International Working Conference on Advanced Visual Interfaces,Looking behind bezels: french windows for wall displays
10.1145/1543137.1543140,inproceedings,2008.0,Proceedings of the 7th International Conference on Mobile and Ubiquitous Multimedia,Designing multi-user multi-device systems: an architecture for multi-browsing applications
,inproceedings,2006.0,Proceedings of the 2006 Conference on Empirical Methods in Natural Language Processing,Relevance feedback models for recommendation
10.1145/1315843.1315879,inproceedings,2006.0,"Proceedings of the 1st International Conference on Bio Inspired Models of Network, Information and Computing Systems",Self-organization for search in peer-to-peer networks: the exploitation-exploration dilemma
10.1145/1364654.1364692,inproceedings,2007.0,Proceedings of the 2007 ACM CoNEXT Conference,Promoting fluidity in the flow of packets of 802.11 wireless mesh networks
10.1145/1148550.1148596,inproceedings,2005.0,Proceedings of the 17th Conference on l'Interaction Homme-Machine,Metisse: un syst\`{e}me de fen\^{e}trage hautement configurable et utilisable au quotidien
,inproceedings,2009.0,Proceedings of the 9th International Conference on Computer Supported Collaborative Learning - Volume 2,Agile learning and collaboration: improvisational uses of group scribbles and other CSCL tools
10.1145/1868914.1869000,inproceedings,2010.0,Proceedings of the 6th Nordic Conference on Human-Computer Interaction: Extending Boundaries,The city at hand: media installations as urban information systems
10.1145/1719030.1719035,inproceedings,2009.0,Proceedings of the 2009 Workshop on New Security Paradigms Workshop,What is the shape of your security policy? security as a classification problem
10.1145/2643188.2643189,inproceedings,2014.0,Proceedings of the 30th Spring Conference on Computer Graphics,A survey of direction-preserving layout strategies
,inproceedings,2014.0,Proceedings of the 11th USENIX Conference on Networked Systems Design and Implementation,Adtributor: revenue debugging in advertising systems
10.1145/2502081.2502125,inproceedings,2013.0,Proceedings of the 21st ACM International Conference on Multimedia,Tele echo tube: beyond cultural and imaginable boundaries
10.1145/3184558.3193133,inproceedings,2018.0,Companion Proceedings of the The Web Conference 2018,Toward Approximate Intelligence: Approximate Query Engines &amp; Approximate Data Exploration
10.1145/1553374.1553388,inproceedings,2009.0,Proceedings of the 26th Annual International Conference on Machine Learning,Probabilistic dyadic data analysis with local and global consistency
10.1145/332040.332460,inproceedings,2000.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Programming and enjoying music with your eyes closed
10.14778/2732977.2732991,article,2014.0,Proc. VLDB Endow.,On concise set of relative candidate keys
10.1145/1449715.1449757,inproceedings,2008.0,Proceedings of the 21st Annual ACM Symposium on User Interface Software and Technology,Highlight: a system for creating and deploying mobile web applications
10.1145/2380718.2380727,inproceedings,2012.0,Proceedings of the 4th Annual ACM Web Science Conference,A study of human flesh search with epidemic models
10.1145/2649387.2660557,inproceedings,2014.0,"Proceedings of the 5th ACM Conference on Bioinformatics, Computational Biology, and Health Informatics",Global network alignment in the context of aging
10.1145/2157136.2157164,inproceedings,2012.0,Proceedings of the 43rd ACM Technical Symposium on Computer Science Education,DeMystifying computing with magic
10.1145/1655925.1656064,inproceedings,2009.0,"Proceedings of the 2nd International Conference on Interaction Sciences: Information Technology, Culture and Human",A literature review for a 6-sigma perception of academic quality
10.1145/1645953.1646022,inproceedings,2009.0,Proceedings of the 18th ACM Conference on Information and Knowledge Management,Msuggest: a semantic recommender framework for traditional chinese medicine book search engine
10.1145/1540438.1540450,inproceedings,2009.0,Proceedings of the 5th International Conference on Predictor Models in Software Engineering,Software effort estimation based on weighted fuzzy grey relational analysis
10.1145/1012807.1012848,inproceedings,2004.0,Proceedings of the Fifteenth ACM Conference on Hypertext and Hypermedia,Manipulating history in generative hypermedia
10.1145/1985793.1985868,inproceedings,2011.0,Proceedings of the 33rd International Conference on Software Engineering,Software systems as cities: a controlled experiment
10.1145/1289971.1289986,inproceedings,2007.0,Proceedings of the 6th International Conference on Generative Programming and Component Engineering,Challenges in generating qos-constrained software implementations
10.1145/1774088.1774407,inproceedings,2010.0,Proceedings of the 2010 ACM Symposium on Applied Computing,Visual processing-inspired fern-audio features for noise-robust speaker verification
10.1145/2187980.2188092,inproceedings,2012.0,Proceedings of the 21st International Conference on World Wide Web,Developing domain-specific mashup tools for end users
10.1145/1101908.1101960,inproceedings,2005.0,Proceedings of the 20th IEEE/ACM International Conference on Automated Software Engineering,A visual language and environment for composing web services
10.1145/2598153.2598181,inproceedings,2014.0,Proceedings of the 2014 International Working Conference on Advanced Visual Interfaces,Touchless circular menus: toward an intuitive UI for touchless interactions with large displays
10.1145/1290082.1290111,inproceedings,2007.0,Proceedings of the International Workshop on Workshop on Multimedia Information Retrieval,Evaluating bag-of-visual-words representations in scene classification
10.1145/1450579.1450633,inproceedings,2008.0,Proceedings of the 2008 ACM Symposium on Virtual Reality Software and Technology,Clutter-aware adaptive projection inside a dynamic environment
10.1145/355541.355567,article,2000.0,J. ACM,Contention resolution with constant expected delay
,inproceedings,2003.0,Proceedings of the 1st International Symposium on Information and Communication Technologies,An improved algorithm for semantic clustering
10.1109/WI.2005.83,inproceedings,2005.0,Proceedings of the 2005 IEEE/WIC/ACM International Conference on Web Intelligence,Intelligent Web Information Mapping with HyperMap
10.1145/2460999.2461005,inproceedings,2013.0,Proceedings of the 17th International Conference on Evaluation and Assessment in Software Engineering,A case study on effectively identifying technical debt
10.1145/1518701.1518786,inproceedings,2009.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Fly: a tool to author planar presentations
10.3115/981923.981942,inproceedings,1981.0,Proceedings of the 19th Annual Meeting on Association for Computational Linguistics,Analogies in spontaneous discourse
10.1145/2783258.2783406,inproceedings,2015.0,Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,0-Bit Consistent Weighted Sampling
,inproceedings,2002.0,Eighteenth National Conference on Artificial Intelligence,A web-based ontology browsing and editing system
10.1145/1279740.1279901,inproceedings,2007.0,Proceedings of the 7th International Conference on New Interfaces for Musical Expression,hystere
10.1145/1056663.1056710,article,1982.0,SIGART Bull.,Research at MIT: AI Laboratory
10.1145/2506583.2506588,inproceedings,2013.0,"Proceedings of the International Conference on Bioinformatics, Computational Biology and Biomedical Informatics",Using Global Network Alignment In The Context Of Aging
10.1145/1526709.1526761,inproceedings,2009.0,Proceedings of the 18th International Conference on World Wide Web,An axiomatic approach for result diversification
10.1145/1641804.1641837,inproceedings,2009.0,"Proceedings of the 12th ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",Connection availability and transient survivability analysis in wireless ad-hoc networks
10.1145/1753326.1753697,inproceedings,2010.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,MouseLight: bimanual interactions on digital paper using a pen and a spatially-aware mobile projector
10.3115/981210.981244,inproceedings,1985.0,Proceedings of the 23rd Annual Meeting on Association for Computational Linguistics,Using an on-line dictionary to find rhyming words and pronunciations for unknown words
10.1145/1409720.1409745,inproceedings,2008.0,Proceedings of the 4th ACM Symposium on Software Visualization,Visually localizing design problems with disharmony maps
10.1145/1278940.1278956,inproceedings,2006.0,Proceedings of the 2006 Workshop on New Security Paradigms,Diffusion and graph spectral methods for network forensic analysis
10.1145/1516360.1516467,inproceedings,2009.0,Proceedings of the 12th International Conference on Extending Database Technology: Advances in Database Technology,Flexible and scalable storage management for data-intensive stream processing
10.1145/632716.632871,inproceedings,1999.0,CHI '99 Extended Abstracts on Human Factors in Computing Systems,Sweeping away disorder with the broom alignment tool
10.1145/1368436.1368458,inproceedings,2006.0,Proceedings of the 2006 ACM CoNEXT Conference,Modeling the AIADD paradigm in networks with variable delays
10.1145/2063576.2063926,inproceedings,2011.0,Proceedings of the 20th ACM International Conference on Information and Knowledge Management,Latent feature encoding using dyadic and relational data
10.1145/1361684.1361689,article,2008.0,ACM Trans. Inf. Syst.,Unified relevance models for rating prediction in collaborative filtering
10.1145/1376916.1376959,inproceedings,2008.0,Proceedings of the Twenty-Seventh ACM SIGMOD-SIGACT-SIGART Symposium on Principles of Database Systems,Tree-width and functional dependencies in databases
10.1145/1456223.1456351,inproceedings,2008.0,Proceedings of the 5th International Conference on Soft Computing as Transdisciplinary Science and Technology,How can ontologies support enterprise digital and paper archives? a case study
10.1145/1066677.1066822,inproceedings,2005.0,Proceedings of the 2005 ACM Symposium on Applied Computing,Jelly view: a technology for arbitrarily advanced queries within RDBMS
10.1145/1289927.1289954,inproceedings,2007.0,Proceedings of the 7th ACM    amp; IEEE International Conference on Embedded Software,Uniformity improving page allocation for flash memory file systems
10.1145/641007.641121,inproceedings,2002.0,Proceedings of the Tenth ACM International Conference on Multimedia,Content-based organization and visualization of music archives
10.1145/633292.633320,inproceedings,2000.0,CHI '00 Extended Abstracts on Human Factors in Computing Systems,Novel user interface technologies and conversational user interfaces for information appliances
10.1145/2345316.2345320,inproceedings,2012.0,Proceedings of the 3rd International Conference on Computing for Geospatial Research and Applications,"On clusterization of ""big data"" streams"
10.1145/1250790.1250830,inproceedings,2007.0,Proceedings of the Thirty-Ninth Annual ACM Symposium on Theory of Computing,Towards 3-query locally decodable codes of subexponential length
10.1145/2078827.2078846,inproceedings,2011.0,Proceedings of the Seventh Symposium on Usable Privacy and Security,Eyeing your exposure: quantifying and controlling information sharing for improved privacy
10.1145/2460999.2461031,inproceedings,2013.0,Proceedings of the 17th International Conference on Evaluation and Assessment in Software Engineering,An ecological perspective towards the evolution of quantitative studies in software engineering
10.1145/1629255.1629285,inproceedings,2009.0,2009 SIAM/ACM Joint Conference on Geometric and Physical Modeling,A sketching interface for feature curve recovery of free-form surfaces
10.1145/218864.218869,article,1995.0,SIGARCH Comput. Archit. News,Airdisks and airRAID (expanded extract): modeling and scheduling periodic wireless data broadcast
10.1145/1557019.1557098,inproceedings,2009.0,Proceedings of the 15th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,Audience selection for on-line brand advertising: privacy-friendly social network targeting
10.1145/2330784.2330937,inproceedings,2012.0,Proceedings of the 14th Annual Conference Companion on Genetic and Evolutionary Computation,Hyper-heuristics and cross-domain optimization
10.1145/776985.776992,article,2003.0,SIGMOD Rec.,Towards a database body of knowledge: a study from Spain
10.1145/2018358.2018391,inproceedings,2011.0,Proceedings of the 13th International Conference on Artificial Intelligence and Law,Can temporal representation and reasoning make a difference in automated legal reasoning? lessons from an AI-based ethical reasoner
10.1145/642611.642673,inproceedings,2003.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,UMEA: translating interaction histories into project contexts
10.1145/2457317.2457328,inproceedings,2013.0,Proceedings of the Joint EDBT/ICDT 2013 Workshops,Structure inference for linked data sources using clustering
10.1145/1324302.1324323,inproceedings,2007.0,Proceedings of the 8th ACM SIGITE Conference on Information Technology Education,"Restoring ""coding with intention"" in introductory programming courses"
10.1145/1095034.1095038,inproceedings,2005.0,Proceedings of the 18th Annual ACM Symposium on User Interface Software and Technology,Metisse is not a 3D desktop!
10.1145/1254960.1255036,inproceedings,2007.0,Proceedings of the 6th ACM SIGCHI Conference on Creativity    amp; Cognition,IdeaMurals: supporting ideation in public policy knowledge work
10.1145/2089094.2089101,article,2012.0,ACM Trans. Intell. Syst. Technol.,"TIARA: Interactive, Topic-Based Visual Text Summarization and Analysis"
,inproceedings,2004.0,Proceedings of the Ninth ACM Symposium on Solid Modeling and Applications,B-rep SE: simplicially enhanced boundary representation
10.1145/1054972.1055084,inproceedings,2005.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,MultiView: spatially faithful group video conferencing
10.1145/1028788.1028809,inproceedings,2004.0,Proceedings of the 4th ACM SIGCOMM Conference on Internet Measurement,Network radar: tomography from round trip time measurements
10.1145/1999995.2000020,inproceedings,2011.0,"Proceedings of the 9th International Conference on Mobile Systems, Applications, and Services",Avoiding the rush hours: WiFi energy management via traffic isolation
10.1145/2591796.2591808,inproceedings,2014.0,Proceedings of the Forty-Sixth Annual ACM Symposium on Theory of Computing,On derandomizing algorithms that err extremely rarely
10.1145/1358628.1358787,inproceedings,2008.0,CHI '08 Extended Abstracts on Human Factors in Computing Systems,Evaluating automatically generated location-based stories for tourists
,inproceedings,2007.0,Proceedings of the 18th Eurographics Conference on Rendering Techniques,General linear cameras with finite aperture
10.1145/1645953.1646023,inproceedings,2009.0,Proceedings of the 18th ACM Conference on Information and Knowledge Management,"Interactive, topic-based visual text summarization and analysis"
10.1145/3250295,inproceedings,2014.0,Proceedings of the Companion Publication of the 2014 Annual Conference on Genetic and Evolutionary Computation,Session details: Workshop: workshop on metaheuristic design patterns
10.1145/1869790.1869829,inproceedings,2010.0,Proceedings of the 18th SIGSPATIAL International Conference on Advances in Geographic Information Systems,Bag-of-visual-words and spatial extensions for land-use classification
10.1145/1378773.1378815,inproceedings,2008.0,Proceedings of the 13th International Conference on Intelligent User Interfaces,Case-based reasoning for procedure learning by instruction
,article,2009.0,J. Artif. Int. Res.,Asynchronous forward bounding for distributed COPs
10.1145/1402958.1402973,inproceedings,2008.0,Proceedings of the ACM SIGCOMM 2008 Conference on Data Communication,Network exception handlers: host-network control in enterprise networks
10.1145/985921.985924,inproceedings,2004.0,CHI '04 Extended Abstracts on Human Factors in Computing Systems,"Ambient agoras: InfoRiver, SIAM, Hello.Wall"
,article,2012.0,J. Mach. Learn. Res.,A local spectral method for graphs: with applications to improving graph partitions and exploring data graphs locally
10.1145/1367497.1367525,inproceedings,2008.0,Proceedings of the 17th International Conference on World Wide Web,Trust-based recommendation systems: an axiomatic approach
10.1145/1017074.1017087,inproceedings,2004.0,Proceedings of the 7th International Workshop on the Web and Databases: Colocated with ACM SIGMOD/PODS 2004,Twig query processing over graph-structured XML data
10.1145/800230.806999,inproceedings,1982.0,Proceedings of the 1982 SIGPLAN Symposium on Compiler Construction,Control flow aspects of semantics directed compiling (Summary)
,inproceedings,2010.0,Proceedings of the Eleventh Australasian Conference on User Interface - Volume 106,Life-sketch: a framework for sketch-based modelling and animation of 3D objects
10.1145/1124772.1124887,inproceedings,2006.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Tabletop sharing of digital photographs for the elderly
10.1145/1835804.1835946,inproceedings,2010.0,Proceedings of the 16th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,Scalable similarity search with optimized kernel hashing
10.1145/1378063.1378102,inproceedings,2007.0,"Proceedings of the 4th International Conference on Mobile Technology, Applications, and Systems and the 1st International Symposium on Computer Human Interaction in Mobile Technology",Optimal bandwidth allocation for multimedia mobile networks using particle swarm optimization
10.1145/569005.569018,inproceedings,2002.0,Proceedings of the 2nd International Symposium on Smart Graphics,Characterizing tool use in an interactive drawing environment
10.1145/1459359.1459414,inproceedings,2008.0,Proceedings of the 16th ACM International Conference on Multimedia,Snap and share your photobooks
10.1145/1086228.1086251,inproceedings,2005.0,Proceedings of the 5th ACM International Conference on Embedded Software,Using de-optimization to re-optimize code
10.1145/1124772.1124941,inproceedings,2006.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Feeling what you hear: tactile feedback for navigation of audio graphs
10.1145/604045.604115,inproceedings,2003.0,Proceedings of the 8th International Conference on Intelligent User Interfaces,nuSketch battlespace: a demonstration
10.1145/1999320.1999329,inproceedings,2011.0,Proceedings of the 2nd International Conference on Computing for Geospatial Research    amp; Applications,"Enabling the ""Internet of Places"": a virtual structure of space-time-tasks to find and use internet resources"
10.1145/2093698.2093856,inproceedings,2011.0,Proceedings of the 4th International Symposium on Applied Sciences in Biomedical and Communication Technologies,Field damage assessments as a design tool for information and communications technology systems that are resilient to natural disasters
10.1145/1807167.1807241,inproceedings,2010.0,Proceedings of the 2010 ACM SIGMOD International Conference on Management of Data,Lineage processing over correlated probabilistic databases
,inproceedings,2017.0,Proceedings of the Twenty-Eighth Annual ACM-SIAM Symposium on Discrete Algorithms,Convergence of incentive-driven dynamics in fisher markets
,inproceedings,2003.0,Proceedings of the 2nd IEEE/ACM International Symposium on Mixed and Augmented Reality,Herding Sheep: Live System Development for Distributed Augmented Reality
,inproceedings,2003.0,Proceedings of the 25th International Conference on Software Engineering,Improving test suites via operational abstraction
10.1145/302979.303150,inproceedings,1999.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Embodiment in conversational interfaces: Rea
10.1162/1063656053583414,article,2005.0,Evol. Comput.,Drift and Scaling in Estimation of Distribution Algorithms
,inproceedings,1994.0,Proceedings of the Conference on Visualization '94,An annotation system for 3D fluid flow visualization
10.1145/1708046.1708058,inproceedings,2010.0,Proceedings of the 5th ACM SIGPLAN Workshop on Declarative Aspects of Multicore Programming,Efficient parallel programming in Poly/ML and Isabelle/ML
10.1145/1180639.1180825,inproceedings,2006.0,Proceedings of the 14th ACM International Conference on Multimedia,"Towards optimal audio ""keywords"" detection for audio content analysis and discovery"
10.1145/956750.956757,inproceedings,2003.0,Proceedings of the Ninth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,Generative model-based clustering of directional data
10.1145/564691.564707,inproceedings,2002.0,Proceedings of the 2002 ACM SIGMOD International Conference on Management of Data,Covering indexes for branching path queries
10.1145/1376616.1376675,inproceedings,2008.0,Proceedings of the 2008 ACM SIGMOD International Conference on Management of Data,Efficient aggregation for graph summarization
10.1145/154630.154633,inproceedings,1993.0,Proceedings of the 1993 ACM SIGPLAN Symposium on Partial Evaluation and Semantics-Based Program Manipulation,Constructor specialization
10.1145/2037296.2037302,inproceedings,2011.0,Proceedings of the 9th ACM SIGCHI Italian Chapter International Conference on Computer-Human Interaction: Facing Complexity,Trust: nature and dynamics
10.1145/1636665.1636668,article,2009.0,ACM Trans. Auton. Adapt. Syst.,An immunologically-inspired autonomic framework for self-organizing and evolvable network applications
10.3115/1075671.1075696,inproceedings,1993.0,Proceedings of the Workshop on Human Language Technology,Improved keyword-spotting using SRI's DECIPHER™ large-vocabuarly speech-recognition system
,inproceedings,1993.0,Proceedings of the 7th International Workshop on Software Specification and Design,An active hypertext model for system requirements
10.14778/1687627.1687753,article,2009.0,Proc. VLDB Endow.,Continuous monitoring of nearest neighbors on land surface
10.1145/503272.503300,inproceedings,2002.0,Proceedings of the 29th ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages,Exploiting prolific types for memory management and optimizations
10.1145/1052380.1052395,inproceedings,2004.0,Proceedings of the 3rd International Conference on Mobile and Ubiquitous Multimedia,Fast watermark detection scheme for camera-equipped cellular phone
10.1145/1007568.1007589,inproceedings,2004.0,Proceedings of the 2004 ACM SIGMOD International Conference on Management of Data,Cost-based labeling of groups of mass spectra
,article,2005.0,J. Mach. Learn. Res.,Generalization Bounds for the Area Under the ROC Curve
,inproceedings,2013.0,Proceedings of the Twenty-Fourth Annual ACM-SIAM Symposium on Discrete Algorithms,Local-search based approximation algorithms for mobile facility location problems
10.1145/1190315.1190317,inproceedings,2007.0,Proceedings of the 2007 ACM SIGPLAN International Workshop on Types in Languages Design and Implementation,Typing ad hoc data
,inproceedings,2004.0,Proceedings of the Thirtieth International Conference on Very Large Data Bases - Volume 30,Model-driven data acquisition in sensor networks
10.1007/PL00011168,article,2000.0,Form. Asp. Comput.,Editorial
10.1162/evco.1999.7.3.231,article,1999.0,Evol. Comput.,"The gambler's ruin problem, genetic algorithms, and the sizing of populations"
10.1145/604045.604064,inproceedings,2003.0,Proceedings of the 8th International Conference on Intelligent User Interfaces,Learning implicit user interest hierarchy for context in personalization
10.1145/67449.67506,inproceedings,1989.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,The tourist artificial reality
10.1145/302979.303127,inproceedings,1999.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Getting more out of programming-by-demonstration
10.1145/142750.142762,inproceedings,1992.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,An interface for interactive spatial reasoning and visualization
10.1145/584993.585013,inproceedings,2001.0,"Proceedings of the 2001 Conference on Virtual Reality, Archeology, and Cultural Heritage",An easy-to-use visualization system for huge cultural heritage meshes
10.1145/1050305.1050308,article,2004.0,SIGCAS Comput. Soc.,The Digital Society and Its Enemies: A Critique of 'On the Internet'
10.1145/948496.948513,inproceedings,1998.0,Proceedings of the Working Conference on Advanced Visual Interfaces,Engineering the usability of visual formalisms: a case study in real time logics
,article,2010.0,J. Comput. Sci. Coll.,Ensemble: enriching communities and collections to support education in computing: poster session
10.1145/376957.376982,inproceedings,2001.0,Proceedings of the Sixth ACM Symposium on Solid Modeling and Applications,Volumetric multi-texturing for functionally gradient material representation
10.1145/317456.317479,inproceedings,1985.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,A comparison of symbolic and spatial filing
,inproceedings,2002.0,Proceedings of the 2002 Annual National Conference on Digital Government Research,Toward spatio-temporal models of biogeophysical fields for ecological forecasting
10.1145/73141.74830,inproceedings,1989.0,Proceedings of the ACM SIGPLAN 1989 Conference on Programming Language Design and Implementation,Higher order attribute grammars
10.1145/3600211.3604754,inproceedings,2023.0,"Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society",Towards a Holistic Approach: Understanding Sociodemographic Biases in NLP Models using an Interdisciplinary Lens
10.1145/1809029.1809035,inproceedings,2010.0,Proceedings of the 2nd Workshop on Grids Meets Autonomic Computing,Towards grid/clouds challenges for autonomic computing
10.1145/2038476.2038507,inproceedings,2011.0,Proceedings of the 29th ACM International Conference on Design of Communication,Natural interaction in ambient intelligent environments
10.1145/91385.91434,inproceedings,1990.0,Proceedings of the 1990 Symposium on Interactive 3D Graphics,The ThingWorld modeling system: virtual sculpting by modal forces
10.1145/254945.254958,article,1997.0,ACM Trans. Comput.-Hum. Interact.,TeleNotes: managing lightweight interactions in the desktop
10.1145/1499586.1499731,inproceedings,1973.0,"Proceedings of the June 4-8, 1973, National Computer Conference and Exposition",Information theory and privacy in data banks
10.1145/1504347.1504363,article,2009.0,ACM Commun. Comput. Algebra,Sparse multivariate polynomial interpolation via the quotient-difference algorithm
10.1145/966221.966239,article,2003.0,SIGSOFT Softw. Eng. Notes,The effects of individual XP practices on software development effort
10.1145/154766.155376,inproceedings,1993.0,The Second ACM SIGPLAN Conference on History of Programming Languages,Ada—the project: the DoD high order language working group
10.1145/2717764.2723574,inproceedings,2015.0,Proceedings of the 2015 Symposium on International Symposium on Physical Design,Physical Layout Design of Directed Self-Assembly Guiding Alphabet for IC Contact Hole/via Patterning
10.1145/182591.182615,inproceedings,1994.0,Proceedings of the Thirteenth ACM SIGACT-SIGMOD-SIGART Symposium on Principles of Database Systems,Functional database query languages as typed lambda calculi of fixed order (extended abstract)
10.1145/357062.357072,article,1979.0,ACM Trans. Program. Lang. Syst.,A Deterministic Attribute Grammar Evaluator Based on Dynamic Scheduling
10.1145/369133.369179,inproceedings,2001.0,Proceedings of the Fifth Annual International Conference on Computational Biology,"Hunger for new technologies, metrics, and spatiotemporal models in functional genomic (abstract only)"
10.3115/1077146.1077151,inproceedings,1986.0,Proceedings of the Workshop on Strategic Computing Natural Language,The counselor project at the University of Massachusetts
,inproceedings,2000.0,Proceedings of the COLING-2000 Workshop on Efficiency In Large-Scale Parsing Systems,"Cross-platform, cross-grammar comparison: can it be done?"
10.1145/196734.196746,article,1994.0,ACM Trans. Inf. Syst.,Rich and lean representations of information for knowledge work: the role of computing packages in the work of classical scholars
10.1145/800127.804141,inproceedings,1978.0,Proceedings of the 1978 Annual Conference,Conditions On Acquisitional Models
10.1145/1141753.1141858,inproceedings,2006.0,Proceedings of the 6th ACM/IEEE-CS Joint Conference on Digital Libraries,Keeping the context: an investigation in preserving collections of digital video
10.1145/359038.359043,article,1980.0,Commun. ACM,Deletion in two-dimensional quad trees
10.1145/800224.806805,inproceedings,1981.0,Proceedings of the 8th Annual Conference on Computer Graphics and Interactive Techniques,An integrated system for creating and presenting complex computer-based documents
,inproceedings,1983.0,Proceedings of the 15th Conference on Winter Simulation - Volume 2,Walsh functions for spectral analysis
10.1145/1499402.1499523,inproceedings,1977.0,"Proceedings of the June 13-16, 1977, National Computer Conference",Sorting with associative secondary storage devices
