doi,type,year,source,title
10.1145/3465456.3467528,inproceedings,2021.0,Proceedings of the 22nd ACM Conference on Economics and Computation,Evolutionarily Stable (Mis)specifications: Theory and Applications
10.1145/3173574.3173652,inproceedings,2018.0,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,VirtualGrasp: Leveraging Experience of Interacting with Physical Objects to Facilitate Digital Object Retrieval
10.1145/3563291,article,2022.0,Proc. ACM Program. Lang.,Parsing randomness
10.1145/3654777.3676352,inproceedings,2024.0,Proceedings of the 37th Annual ACM Symposium on User Interface Software and Technology,Patchview: LLM-powered Worldbuilding with Generative Dust and Magnet Visualization
10.1145/3626253.3635506,inproceedings,2024.0,Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 2,Analogies in Upper Division Computer Science Courses
10.1145/3607822.3614520,inproceedings,2023.0,Proceedings of the 2023 ACM Symposium on Spatial User Interaction,How Observers Perceive Teleport Visualizations in Virtual Environments
10.1145/3700297.3700313,inproceedings,2024.0,Proceedings of the 2024 International Symposium on Artificial Intelligence for Education,Effects of the model of combining computer-aided translation with post editing on the English translation of Cantonese Opera terms
10.1145/2544114.2544117,inproceedings,2013.0,Proceedings of the 8th Audio Mostly Conference,Designing auditory pointers
10.1145/3640544.3645241,inproceedings,2024.0,Companion Proceedings of the 29th International Conference on Intelligent User Interfaces,Advancing GUI for Generative AI: Charting the Design Space of Human-AI Interactions through Task Creativity and Complexity
10.1145/1882992.1883112,inproceedings,2010.0,Proceedings of the 1st ACM International Health Informatics Symposium,MeD-Lights: a usable metaphor for patient controlled access to electronic health records
10.1109/VISUAL.2004.82,inproceedings,2004.0,Proceedings of the Conference on Visualization '04,PQuad: Visualization of Predicted Peptides and Proteins
10.1145/1185448.1185510,inproceedings,2006.0,Proceedings of the 44th Annual ACM Southeast Conference,Identifying immediate intention during usability evaluation
10.1145/1377966.1377978,inproceedings,2008.0,Proceedings of the 2008 Workshop on BEyond Time and Errors: Novel EvaLuation Methods for Information Visualization,Using multi-dimensional in-depth long-term case studies for information visualization evaluation
10.1145/2181216.2181221,inproceedings,2002.0,Proceedings of the SIGCHI-NZ Symposium on Computer-Human Interaction,A taxonomy of user-interface metaphors
10.1145/1459359.1459508,inproceedings,2008.0,Proceedings of the 16th ACM International Conference on Multimedia,PicNTell: a camcorder metaphor for screen recording
10.1145/3627673.3679713,inproceedings,2024.0,Proceedings of the 33rd ACM International Conference on Information and Knowledge Management,Aligning Large Language Models to a Domain-specific Graph Database for NL2GQL
10.1145/3603719.3603723,inproceedings,2023.0,Proceedings of the 35th International Conference on Scientific and Statistical Database Management,Early ICU Mortality Prediction with Deep Federated Learning: A Real-World Scenario
10.1145/3648188.3675145,inproceedings,2024.0,Proceedings of the 35th ACM Conference on Hypertext and Social Media,Uncovering Peer Production's Homogeneity: A Synthesis of Serious Information and Entertainment
10.1145/3568991,article,2023.0,ACM Trans. Math. Softw.,Computational Graphs for Matrix Functions
10.1145/347642.347655,inproceedings,2000.0,"Proceedings of the 3rd Conference on Designing Interactive Systems: Processes, Practices, Methods, and Techniques",The social life of engineering authorizations
10.1145/1842993.1843025,inproceedings,2010.0,Proceedings of the International Conference on Advanced Visual Interfaces,Wavelet menus on handheld devices: stacking metaphor for novice mode and eyes-free selection for expert mode
10.3115/1075218.1075259,inproceedings,2000.0,Proceedings of the 38th Annual Meeting on Association for Computational Linguistics,Headline generation based on statistical translation
10.1145/357744.357929,inproceedings,2000.0,Proceedings of the 2000 ACM Workshops on Multimedia,Advanced feature extraction for Keyblock-based image retrieval
10.1145/3546155.3546666,inproceedings,2022.0,Nordic Human-Computer Interaction Conference,Using Metaphorical Design to Reveal New Perspectives in Systems Design – Insights From a Participatory Design Workshop for Research Data Platforms
10.1145/1899404.1899405,article,2011.0,ACM Trans. Graph.,Shape google: Geometric words and expressions for invariant shape retrieval
10.1145/3539618.3591763,inproceedings,2023.0,Proceedings of the 46th International ACM SIGIR Conference on Research and Development in Information Retrieval,Schema-aware Reference as Prompt Improves Data-Efficient Knowledge Graph Construction
10.1145/3613905.3636318,inproceedings,2024.0,Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,Human-Notebook Interactions: The CHI of Computational Notebooks
10.1145/323706.323798,inproceedings,1999.0,Proceedings of the 7th International Conference on Artificial Intelligence and Law,A demonstration of a legal reasoning system based on teleological analogies
10.1145/3687251.3687254,article,2024.0,SIGAPP Appl. Comput. Rev.,Advancing Technical Debt Management in Software Systems with a Comprehensive TD Indicator and Question Catalog
10.1145/3366030.3366096,inproceedings,2020.0,Proceedings of the 21st International Conference on Information Integration and Web-Based Applications    amp; Services,Generating Anthropomorphism of Subject and Verb by Transformation Matrix
10.1145/3331184.3331308,inproceedings,2019.0,Proceedings of the 42nd International ACM SIGIR Conference on Research and Development in Information Retrieval,Evaluating Variable-Length Multiple-Option Lists in Chatbots and Mobile Search
10.1145/3539618.3592040,inproceedings,2023.0,Proceedings of the 46th International ACM SIGIR Conference on Research and Development in Information Retrieval,Prediction then Correction: An Abductive Prediction Correction Method for Sequential Recommendation
10.1145/3639478.3639798,inproceedings,2024.0,Proceedings of the 2024 IEEE/ACM 46th International Conference on Software Engineering: Companion Proceedings,Towards Interpreting the Behavior of Large Language Models on Software Engineering Tasks
10.1145/3591237,article,2023.0,Proc. ACM Program. Lang.,Loop Rerolling for Hardware Decompilation
10.1145/3665463.3678810,inproceedings,2024.0,Companion Proceedings of the 2024 Annual Symposium on Computer-Human Interaction in Play,Galaxy Escape: A Game as a Tabletop Holographic Digital Twin Interface
10.1145/3377811.3380415,inproceedings,2020.0,Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering,Fuzz testing based data augmentation to improve robustness of deep neural networks
10.1145/3597503.3639160,inproceedings,2024.0,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,Crossover in Parametric Fuzzing
10.1145/3628516.3655802,inproceedings,2024.0,Proceedings of the 23rd Annual ACM Interaction Design and Children Conference,"""Bee and I need diversity!"" Break Filter Bubbles in Recommendation Systems through Embodied AI Learning"
10.1145/3649217.3653533,inproceedings,2024.0,Proceedings of the 2024 on Innovation and Technology in Computer Science Education V. 1,"""Like a Nesting Doll"": Analyzing Recursion Analogies Generated by CS Students Using Large Language Models"
10.1145/3338906.3342484,inproceedings,2019.0,Proceedings of the 2019 27th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,Machine learning-assisted performance testing
10.1145/3489849.3489940,inproceedings,2021.0,Proceedings of the 27th ACM Symposium on Virtual Reality Software and Technology,Using Hand Tracking and Voice Commands to Physically Align Virtual Surfaces in AR for Handwriting and Sketching with HoloLens 2
10.1145/3366424.3382088,inproceedings,2020.0,Companion Proceedings of the Web Conference 2020,Learning Topic Map from Large Scale Social Media Data
10.1145/5401.5405,article,1986.0,ACM Trans. Inf. Syst.,The spatial metaphor for user interfaces: experimental tests of reference by location versus name
,article,2013.0,J. Artif. Int. Res.,"Framing image description as a ranking task: data, models and evaluation metrics"
10.1145/3675094.3678367,inproceedings,2024.0,Companion of the 2024 on ACM International Joint Conference on Pervasive and Ubiquitous Computing,"Alternative Perception, Broadening Sensing: From Passive to Active: Opening Conversations with Wearables"
10.1145/3689091.3690086,inproceedings,2024.0,Proceedings of the 2nd International Workshop on Deep Multimodal Generation and Retrieval,Shotluck Holmes: A Family of Efficient Small-Scale Large Language Vision Models For Video Captioning and Summarization
10.1145/3638530.3664124,inproceedings,2024.0,Proceedings of the Genetic and Evolutionary Computation Conference Companion,A Critical Analysis of Raven Roost Optimization
10.1145/1753846.1754026,inproceedings,2010.0,CHI '10 Extended Abstracts on Human Factors in Computing Systems,GColl: enhancing trust in flexible group-to-group videoconferencing
10.1145/3625008.3625019,inproceedings,2024.0,Proceedings of the 25th Symposium on Virtual and Augmented Reality,Immersive Data Analysis for Planning Military Operations: Design and Think-Aloud Study
10.1145/3613904.3642410,inproceedings,2024.0,Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,"Metamorpheus: Interactive, Affective, and Creative Dream Narration Through Metaphorical Visual Storytelling"
10.1145/3597066.3597117,inproceedings,2023.0,Proceedings of the 2023 International Symposium on Symbolic and Algebraic Computation,Blendstrings: an environment for computing with smooth functions
10.1145/2851581.2892373,inproceedings,2016.0,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems,"Clocks, Bars and Balls: Design and Evaluation of Alternative GNomon Widgets for Children with Disabilities"
10.1145/2512349.2517248,inproceedings,2013.0,Proceedings of the 2013 ACM International Conference on Interactive Tabletops and Surfaces,Music mixing surface
10.1145/3555228.3555266,inproceedings,2022.0,Proceedings of the XXXVI Brazilian Symposium on Software Engineering,Towards a Process to Manage Usability Technical Debts
10.1145/3637528.3672193,inproceedings,2024.0,Proceedings of the 30th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,From Word-prediction to Complex Skills: Compositional Thinking and Metacognition in LLMs
10.1145/3576915.3623181,inproceedings,2023.0,Proceedings of the 2023 ACM SIGSAC Conference on Computer and Communications Security,COMBINE: COMpilation and Backend-INdependent vEctorization for Multi-Party Computation
10.1145/3544549.3585615,inproceedings,2023.0,Extended Abstracts of the 2023 CHI Conference on Human Factors in Computing Systems,Exploration of Bare-Hand Mid-Air Pointing Selection Techniques for Dense Virtual Reality Environments
10.1145/3234944.3234970,inproceedings,2018.0,Proceedings of the 2018 ACM SIGIR International Conference on Theory of Information Retrieval,Quantum Language Model-based Query Expansion
10.3115/976909.979672,inproceedings,1997.0,Proceedings of the 35th Annual Meeting of the Association for Computational Linguistics and Eighth Conference of the European Chapter of the Association for Computational Linguistics,Paradigmatic cascades: a linguistically sound model of pronunciation by analogy
10.1145/1133265.1133356,inproceedings,2006.0,Proceedings of the Working Conference on Advanced Visual Interfaces,Euclidean representation of 3D electronic institutions: automatic generation
10.1145/3587716.3587753,inproceedings,2023.0,Proceedings of the 2023 15th International Conference on Machine Learning and Computing,Hypernym Information and Sentiment Bias Probing in Distributed Data Representation
10.1145/634067.634298,inproceedings,2001.0,CHI '01 Extended Abstracts on Human Factors in Computing Systems,User-generated analogies of the world wide web: implications for design
10.1145/3360901.3364445,inproceedings,2019.0,Proceedings of the 10th International Conference on Knowledge Capture,Assessing the Lexico-Semantic Relational Knowledge Captured by Word and Concept Embeddings
10.1145/337292.337509,inproceedings,2000.0,Proceedings of the 37th Annual Design Automation Conference,Operating system based software generation for systems-on-chip
10.1145/3597503.3623349,inproceedings,2024.0,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,Fine-SE: Integrating Semantic Features and Expert Features for Software Effort Estimation
10.1145/3358961.3358966,inproceedings,2020.0,Proceedings of the IX Latin American Conference on Human Computer Interaction,TorBook: a tangible book for older adults
10.1145/3510454.3517068,inproceedings,2022.0,Proceedings of the ACM/IEEE 44th International Conference on Software Engineering: Companion Proceedings,Topology of the documentation landscape
10.1145/3461702.3462624,inproceedings,2021.0,"Proceedings of the 2021 AAAI/ACM Conference on AI, Ethics, and Society",Persistent Anti-Muslim Bias in Large Language Models
10.1145/3579473,article,2023.0,Proc. ACM Hum.-Comput. Interact.,ContextWing: Pair-wise Visual Comparison for Evolving Sequential Patterns of Contexts in Social Media Data Streams
10.1145/3544548.3581466,inproceedings,2023.0,Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,NFTDisk: Visual Detection of Wash Trading in NFT Markets
10.1109/TASLP.2024.3364610,article,2024.0,"IEEE/ACM Trans. Audio, Speech and Lang. Proc.",The MorPhEMe Machine: An Addressable Neural Memory for Learning Knowledge-Regularized Deep Contextualized Chinese Embedding
10.1145/3630744.3658614,inproceedings,2024.0,Companion Publication of the 16th ACM Web Science Conference,Advancing Web Science through Foundation Model for Tabular Data
10.1145/169059.169082,inproceedings,1993.0,Proceedings of the INTERACT '93 and CHI '93 Conference on Human Factors in Computing Systems,Reducing the variability of programmers' performance through explained examples
10.1145/3470716.3470726,inproceedings,2021.0,Proceedings of the 6th International Conference on Information and Education Innovations,Research on the Inheritance of Music Education based on Information Network
10.1145/3432927,article,2021.0,Proc. ACM Hum.-Comput. Interact.,Narrative Maps: An Algorithmic Approach to Represent and Extract Information Narratives
10.1145/3508230.3508256,inproceedings,2022.0,Proceedings of the 2021 5th International Conference on Natural Language Processing and Information Retrieval,Natural Language Processing Applied on Large Scale Data Extraction from Scientific Papers in Fuel Cells
10.1145/1076034.1076152,inproceedings,2005.0,Proceedings of the 28th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,Evaluating semantic indexing techniques through cross-language fingerprinting
10.1109/MSR.2019.00014,inproceedings,2019.0,Proceedings of the 16th International Conference on Mining Software Repositories,Import2vec learning embeddings for software libraries
10.1145/3450741.3465261,inproceedings,2021.0,Proceedings of the 13th Conference on Creativity and Cognition,Framing Creative Work: Helping Novices Frame Better Problems through Interactive Scaffolding
10.1145/3656415,article,2024.0,Proc. ACM Program. Lang.,Superfusion: Eliminating Intermediate Data Structures via Inductive Synthesis
10.1145/3371158.3371179,inproceedings,2020.0,Proceedings of the 7th ACM IKDD CoDS and 25th COMAD,Adaptive GloVe and FastText Model for Hindi Word Embeddings
,inproceedings,2001.0,Proceedings of the Conference on Visualization '01,Quantitative comparative evaluation of 2D vector field visualization methods
10.1145/2399016.2399042,inproceedings,2012.0,Proceedings of the 7th Nordic Conference on Human-Computer Interaction: Making Sense Through Design,"Dude, where's my car? in-situ evaluation of a tactile car finder"
10.1145/989863.989910,inproceedings,2004.0,Proceedings of the Working Conference on Advanced Visual Interfaces,3D location-pointing as a navigation aid in Virtual Environments
10.1145/3543758.3547559,inproceedings,2022.0,Proceedings of Mensch Und Computer 2022,”Do Metaphors Influence the Usability of Access Control?”: A Gamified Survey.
10.1145/3631352,article,2023.0,ACM Trans. Inf. Syst.,rHDP: An Aspect Sharing-Enhanced Hierarchical Topic Model for Multi-Domain Corpus
10.1145/1132736.1132758,inproceedings,2006.0,Proceedings of the 18th Conference on l'Interaction Homme-Machine,Glyph 2: une saisie de texte avec deux appuis de touche par caract\`{e}re - principes et comparaisons
10.3115/997939.997942,inproceedings,1990.0,Proceedings of the 13th Conference on Computational Linguistics - Volume 2,Finding translation equivalents: an application of grammatical metaphor
10.1145/354384.354455,inproceedings,2000.0,Proceedings of the Eighth ACM International Conference on Multimedia,Keyblock: an approach for content-based image retrieval
10.1145/3722562,article,2025.0,ACM Trans. Internet Things,Human Immune System Inspired Security for Federated Learning-Empowered Internet of Things
10.1145/3302425.3302494,inproceedings,2018.0,"Proceedings of the 2018 International Conference on Algorithms, Computing and Artificial Intelligence",Chinese Word Embeddings with Subwords
10.1145/3397537.3398477,inproceedings,2020.0,"Companion Proceedings of the 4th International Conference on Art, Science, and Engineering of Programming",Efficient editing in a tree-oriented projectional editor
10.1145/3064857.3064868,inproceedings,2017.0,Proceedings of the 2017 ACM Conference Companion Publication on Designing Interactive Systems,Setting the Stage with Metaphors for Interaction -- Researching Methodological Approaches for Interaction Design of Autonomous Vehicles
,inproceedings,2024.0,Proceedings of the 23rd International Conference on Autonomous Agents and Multiagent Systems,Disentangling Policy from Offline Task Representation Learning via Adversarial Data Augmentation
10.1145/2468356.2468487,inproceedings,2013.0,CHI '13 Extended Abstracts on Human Factors in Computing Systems,Towards a more flexible and creative music mixing interface
,article,2024.0,J. Mach. Learn. Res.,Unsupervised tree boosting for learning probability distributions
10.1145/3150165.3150172,inproceedings,2017.0,Proceedings of the 14th European Conference on Visual Media Production (CVMP 2017),Laplacian Pyramid of Conditional Variational Autoencoders
10.1145/3503161.3547814,inproceedings,2022.0,Proceedings of the 30th ACM International Conference on Multimedia,Synthesizing Counterfactual Samples for Effective Image-Text Matching
10.1145/3491102.3502004,inproceedings,2022.0,Proceedings of the 2022 CHI Conference on Human Factors in Computing Systems,Jury Learning: Integrating Dissenting Voices into Machine Learning Models
,inproceedings,2021.0,Proceedings of the Winter Simulation Conference,Generating hypotheses on prehistoric cultural transformation with agent-based evolutionary simulation
10.1145/3546932.3547073,inproceedings,2022.0,Proceedings of the 26th ACM International Systems and Software Product Line Conference - Volume A,Customizable visualization of quality metrics for object-oriented variability implementations
,article,2008.0,J. Artif. Int. Res.,The latent relation mapping engine: algorithm and experiments
10.1145/2245276.2245467,inproceedings,2012.0,Proceedings of the 27th Annual ACM Symposium on Applied Computing,Towards the visualization of software systems as 3D forests: the CodeTrees environment
10.1145/325737.325798,inproceedings,2000.0,Proceedings of the 5th International Conference on Intelligent User Interfaces,CACTUS: automated tutorial course generation for software applications
10.1145/3024969.3024995,inproceedings,2017.0,"Proceedings of the Eleventh International Conference on Tangible, Embedded, and Embodied Interaction","Window-Shaping: 3D Design Ideation by Creating on, Borrowing from, and Looking at the Physical World"
10.1145/3306211.3320145,inproceedings,2019.0,ACM SIGGRAPH 2019 Art Gallery,Aeolian traces: listening to the resonances of wind and human migration
10.1145/3236024.3236085,inproceedings,2018.0,Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,Code vectors: understanding programs through embedded abstracted symbolic traces
10.1145/632716.632804,inproceedings,1999.0,CHI '99 Extended Abstracts on Human Factors in Computing Systems,"Visual literacy for interface designers: tips, tools, techniques and inspiration"
10.1145/3328433.3328453,inproceedings,2019.0,"Companion Proceedings of the 3rd International Conference on the Art, Science, and Engineering of Programming",IDVE: an integrated development and verification environment for JavaScript
10.1145/3618260.3649743,inproceedings,2024.0,Proceedings of the 56th Annual ACM Symposium on Theory of Computing,Learning the Coefficients: A Presentable Version of Border Complexity and Applications to Circuit Factoring
10.1109/ASE56229.2023.00068,inproceedings,2024.0,Proceedings of the 38th IEEE/ACM International Conference on Automated Software Engineering,Vision-Based Widget Mapping for Test Migration across Mobile Platforms: Are We There Yet?
10.1145/3597503.3639128,inproceedings,2024.0,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,Towards Finding Accounting Errors in Smart Contracts
10.1145/2465958.2465965,inproceedings,2013.0,Proceedings of the 11th European Conference on Interactive TV and Video,Time shifting patterns in browsing and search behavior for catch-up TV on the web
10.14778/3352063.3352104,article,2019.0,Proc. VLDB Endow.,AggChecker: a fact-checking system for text summaries of relational data sets
10.1145/3139131.3139144,inproceedings,2017.0,Proceedings of the 23rd ACM Symposium on Virtual Reality Software and Technology,A study on improving performance in gesture training through visual guidance based on learners' errors
10.1145/508791.508893,inproceedings,2002.0,Proceedings of the 2002 ACM Symposium on Applied Computing,"The ""look and feel"" of an ebook: considerations in interface design"
10.1145/3414686.3427140,inproceedings,2021.0,SIGGRAPH Asia 2020 Art Gallery,Viewporter
10.1145/3194718.3194720,inproceedings,2018.0,Proceedings of the 11th International Workshop on Search-Based Software Testing,Generating test input with deep reinforcement learning
10.1145/320297.320322,inproceedings,1999.0,Proceedings of the 1999 ACM International Conference on Supporting Group Work,Use of Virtual Science Park resource rooms to support group work in a learning environment
10.1109/ASE.2019.00057,inproceedings,2020.0,Proceedings of the 34th IEEE/ACM International Conference on Automated Software Engineering,Mutation analysis for Coq
10.1145/3430524.3440654,inproceedings,2021.0,"Proceedings of the Fifteenth International Conference on Tangible, Embedded, and Embodied Interaction",Flowcuits: Crafting Tangible and Interactive Electrical Components with Liquid Metal Circuits
10.1145/3279778.3279797,inproceedings,2018.0,Proceedings of the 2018 ACM International Conference on Interactive Surfaces and Spaces,MlioLight: Projector-camera Based Multi-layered Image Overlay System for Multiple Flashlights Interaction
10.1145/3356590.3356625,inproceedings,2019.0,Proceedings of the 14th International Audio Mostly Conference: A Journey in Sound,A Web Prototype to Teach Music and Computational Thinking Through Building Blocks
10.1145/3446871.3469750,inproceedings,2021.0,Proceedings of the 17th ACM Conference on International Computing Education Research,When Wrong is Right: The Instructional Power of Multiple Conceptions
10.1145/253495.253533,inproceedings,1985.0,Proceedings of the 8th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,The user's mental model of an information retrieval system
10.1145/3412841.3441998,inproceedings,2021.0,Proceedings of the 36th Annual ACM Symposium on Applied Computing,"""I personally relate it to the traffic light"": a user study on security &amp; privacy indicators in a secure email system committed to privacy by default"
10.1145/3414080.3414086,inproceedings,2020.0,Proceedings of the 22nd International Symposium on Principles and Practice of Declarative Programming,A Computational Understanding of Classical&nbsp;(Co)Recursion
10.1145/3506694,article,2022.0,ACM Trans. Graph.,Subdivision-based Mesh Convolution Networks
10.1145/3456529.3456534,inproceedings,2021.0,Proceedings of the 2021 5th International Conference on Compute and Data Analysis,The Applications of Zero-failure data’ dependability Analyzing to Estimating Mine Sweeping
10.1145/3409289,article,2020.0,ACM Trans. Priv. Secur.,Proactively Identifying Emerging Hacker Threats from the Dark Web: A Diachronic Graph Embedding Framework (D-GEF)
10.1145/3002151.3002159,inproceedings,2016.0,SIGGRAPH ASIA 2016 Symposium on Visualization,VideoForest: interactive visual summarization of video streams based on danmu data
10.1145/1008992.1008994,inproceedings,2004.0,Proceedings of the 27th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,Chemoinformatics: an application domain for information retrieval techniques
10.1145/3377816.3381734,inproceedings,2020.0,Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering: New Ideas and Emerging Results,Manifold for machine learning assurance
,article,2023.0,J. Mach. Learn. Res.,RankSEG: a consistent ranking-based framework for segmentation
10.1145/2964284.2973831,inproceedings,2016.0,Proceedings of the 24th ACM International Conference on Multimedia,Image2Text: A Multimodal Image Captioner
10.1145/3297067.3297082,inproceedings,2018.0,Proceedings of the 2018 International Conference on Signal Processing and Machine Learning,Implementation of Irregular Meshes for the Sparse Representation of Multidimensional Signals
10.1145/1842993.1843106,inproceedings,2010.0,Proceedings of the International Conference on Advanced Visual Interfaces,Seeing more than the graph: evaluation of multivariate graph visualization methods
10.1145/2542242.2542243,inproceedings,2013.0,Proceedings of the 14th Annual ACM SIGCHI_NZ Conference on Computer-Human Interaction,Tag Clouds for Software and Information Visualisation
10.1145/2807442.2807471,inproceedings,2015.0,Proceedings of the 28th Annual ACM Symposium on User Interface Software    amp; Technology,Tiltcasting: 3D Interaction on Large Displays using a Mobile Device
10.1145/3027063.3053075,inproceedings,2017.0,Proceedings of the 2017 CHI Conference Extended Abstracts on Human Factors in Computing Systems,BikeGesture: User Elicitation and Performance of Micro Hand Gesture as Input for Cycling
10.1145/2334801.2334805,article,2012.0,ACM Transactions on Asian Language Information Processing,Cross-Language Latent Relational Search between Japanese and English Languages Using a Web Corpus
10.1145/3502718.3524767,inproceedings,2022.0,Proceedings of the 27th ACM Conference on on Innovation and Technology in Computer Science Education Vol. 1,Cryptography in Grade 10: Core Ideas with Snap! and Unplugged
10.1145/3325480.3329178,inproceedings,2019.0,Proceedings of the 2019 Conference on Creativity and Cognition,Crowd in C
10.1145/3323716.3323735,inproceedings,2019.0,"Proceedings of the 8th International Conference on Informatics, Environment, Energy and Applications",A machine-learning approach to speed-up simulation towards the design of optimum operating profiles of power plants
10.1145/2912845.2912866,inproceedings,2016.0,"Proceedings of the 6th International Conference on Web Intelligence, Mining and Semantics",Discovering Relations to Augment a Web-scale Knowledge Base Constructed from the Web
10.1145/3458709.3458982,inproceedings,2021.0,Proceedings of the Augmented Humans International Conference 2021,Deep Learning–Based Scene Simplification for Bionic Vision
10.1145/3472300,article,2022.0,ACM Trans. Intell. Syst. Technol.,Predicting Citywide Crowd Dynamics at Big Events: A Deep Learning System
10.1145/3670865.3673623,inproceedings,2024.0,Proceedings of the 25th ACM Conference on Economics and Computation,Supply and demand function competition in input-output networks
10.1145/3359997.3365744,inproceedings,2019.0,Proceedings of the 17th ACM SIGGRAPH International Conference on Virtual-Reality Continuum and Its Applications in Industry,Negative Space: Workspace Awareness in 3D Face-to-Face Remote Collaboration
10.1145/3471937,article,2021.0,ACM Trans. Cyber-Phys. Syst.,IoTranx: Transactions for Safer Smart Spaces
10.1145/3318464.3389703,inproceedings,2020.0,Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data,LISA: A Learned Index Structure for Spatial Data
10.1145/3130800.3130842,article,2017.0,ACM Trans. Graph.,Transferring image-based edits for multi-channel compositing
10.1145/1502650.1502715,inproceedings,2009.0,Proceedings of the 14th International Conference on Intelligent User Interfaces,Pulling strings from a tangle: visualizing a personal music listening history
10.1145/1452392.1452454,inproceedings,2008.0,Proceedings of the 10th International Conference on Multimodal Interfaces,Embodied conversational agents for voice-biometric interfaces
10.1145/3240167.3240245,inproceedings,2018.0,Proceedings of the 10th Nordic Conference on Human-Computer Interaction,Slots-story: facilitate inter-generational life story sharing and preservation of the elderly
10.1145/3301275.3302291,inproceedings,2019.0,Proceedings of the 24th International Conference on Intelligent User Interfaces,Flux capacitors for JavaScript deloreans: approximate caching for physics-based data interaction
10.1145/3041021.3055132,inproceedings,2017.0,Proceedings of the 26th International Conference on World Wide Web Companion,Is Tofu the Cheese of Asia? Searching for Corresponding Objects across Geographical Areas
10.1145/3491101.3519712,inproceedings,2022.0,Extended Abstracts of the 2022 CHI Conference on Human Factors in Computing Systems,RumorLens: Interactive Analysis and Validation of Suspected Rumors on Social Media
10.1145/800174.809795,inproceedings,1982.0,Proceedings of the ACM '82 Conference,An information retrieval perspective on fuzzy database systems (ACM 82 Panel Session)
10.1109/TNET.2019.2923395,article,2019.0,IEEE/ACM Trans. Netw.,Beam Discovery Using Linear Block Codes for Millimeter Wave Communication Networks
10.1145/1499310.1499368,inproceedings,1984.0,"Proceedings of the July 9-12, 1984, National Computer Conference and Exposition",Fifth-generation computing as the next stage of a new medium
10.1145/3294109.3300979,inproceedings,2019.0,"Proceedings of the Thirteenth International Conference on Tangible, Embedded, and Embodied Interaction",Slots-Memento: Facilitating Intergenerational Memento Storytelling and Preservation for the Elderly
10.1109/TCBB.2017.2740381,article,2018.0,IEEE/ACM Trans. Comput. Biol. Bioinformatics,Multiple Network Alignment via MultiMAGNA++
10.1145/2600428.2609610,inproceedings,2014.0,Proceedings of the 37th International ACM SIGIR Conference on Research    amp; Development in Information Retrieval,Latent semantic sparse hashing for cross-modal similarity search
10.1145/3143434.3143464,inproceedings,2017.0,Proceedings of the 27th International Workshop on Software Measurement and 12th International Conference on Software Process and Product Measurement,Effort estimation methods for ERP projects based on function points: a case study
10.1145/3461702.3462557,inproceedings,2021.0,"Proceedings of the 2021 AAAI/ACM Conference on AI, Ethics, and Society",Measuring Model Biases in the Absence of Ground Truth
,inproceedings,2021.0,Proceedings of the 26th Conference on Pattern Languages of Programs,"Elephants, patterns, and heuristics"
10.1145/2567948.2578839,inproceedings,2014.0,Proceedings of the 23rd International Conference on World Wide Web,Working out the plot: the role of stories in social machines
10.1145/3564246.3585184,inproceedings,2023.0,Proceedings of the 55th Annual ACM Symposium on Theory of Computing,Algorithms Approaching the Threshold for Semi-random Planted Clique
10.1162/coli.2006.32.3.379,article,2006.0,Comput. Linguist.,Similarity of Semantic Relations
,inproceedings,2018.0,Proceedings of the 2018 Winter Simulation Conference,"Data farming: better data, not just big data"
10.1145/3282866.3282872,inproceedings,2018.0,Proceedings of the 2nd ACM SIGSPATIAL Workshop on Analytics for Local Events and News,Local Event Forecasting and Synthesis Using Unpaired Deep Graph Translations
10.1145/2675133.2675214,inproceedings,2015.0,Proceedings of the 18th ACM Conference on Computer Supported Cooperative Work    amp; Social Computing,Flock: Hybrid Crowd-Machine Learning Classifiers
10.1145/3484481,article,2022.0,J. Comput. Cult. Herit.,"Vested Authorities, Emergent Brokers and User Archivists: Power and Legitimacy in Information Provision"
10.1145/800184.810472,inproceedings,1971.0,Proceedings of the 1971 26th Annual Conference,"Referential communication in AUTONOTE, a personal information retrieval system"
10.1145/3534678.3539044,inproceedings,2022.0,Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,CONFLUX: A Request-level Fusion Framework for Impression Allocation via Cascade Distillation
